price_t,bedrooms,bathrooms,sqft_living_t,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement_t,yr_built,yr_renovated,zip_range3,zip1,zip2,zip3,year_1,year_2,log_sqft_lot,price,sqft_living,sqft_basement
441000,3,2,1720,15000,1,0,0,3,9,1720,0,2011,0,1,1,0,0,0,1,9.61580548,156000,470,0
432000,3,2.5,1660,15000,1,0,0,4,7,1660,0,1970,0,3,0,0,1,0,0,9.61580548,245000,1020,0
215000,3,1.5,1500,15000,1,0,0,3,7,1500,0,1952,0,1,1,0,0,0,0,9.61580548,500000,2630,940
275000,4,2,1480,15000,1,0,0,4,7,1480,0,1957,0,2,0,1,0,0,0,9.61580548,432000,1660,0
232000,3,1.5,1460,15000,1,0,0,3,7,1460,0,1966,0,1,1,0,0,0,0,9.61580548,428000,2600,0
365000,2,2,1440,15000,1,0,0,3,7,1440,0,1985,0,3,0,0,1,0,0,9.61580548,383000,2090,0
204555,3,1.75,1260,15000,1.5,0,0,4,7,1260,0,1983,0,3,0,0,1,0,0,9.61580548,110000,800,0
224000,2,1,1150,15000,1,0,0,3,6,1060,1,1930,2013,4,0,0,0,0,0,9.61580548,225000,940,0
230000,3,0.75,1040,15000,1,0,0,3,6,1040,0,1941,0,1,1,0,0,0,0,9.61580548,518000,2560,680
245000,2,1,1020,15000,1.5,0,0,3,6,1020,0,1933,0,4,0,0,0,0,0,9.61580548,637000,2120,0
225000,2,1,940,15000,1,0,0,3,7,940,0,1960,0,2,0,1,0,0,0,9.61580548,275000,1480,0
110000,2,1,800,15000,1,0,0,3,6,800,0,1927,0,4,0,0,0,0,0,9.61580548,270000,1930,0
156000,1,0.75,470,15000,1,0,0,3,4,470,0,1947,0,1,1,0,0,0,0,9.61580548,480000,1820,340
245000,1,0.75,380,15000,1,0,0,3,5,380,0,1963,0,4,0,0,0,0,0,9.61580548,441000,1720,0
340000,3,2,1570,14992,1,0,0,3,8,1570,0,2001,0,1,1,0,0,0,0,9.615272004,340000,1570,0
1129574,5,3,3850,14990,1,0,0,4,9,2290,1,1964,0,1,1,0,0,0,0,9.615138591,1400000,3850,1560
1129574,5,2.5,2710,14989,1,0,0,3,8,1720,1,1959,0,1,1,0,0,0,0,9.615071878,1190000,2710,990
1129574,4,5.25,4234.5,14986,2,0,0,3,11,5180,1,2001,0,2,0,1,0,0,0,9.614871711,330000,1850,0
330000,3,1.75,1850,14986,2,0,0,3,6,1850,0,1943,2005,2,0,1,0,0,0,9.614871711,2460000,6500,1320
530000,4,2.25,2410,14985,1,0,1,4,7,1950,1,1965,0,4,0,0,0,0,0,9.61480498,530000,2410,460
560000,3,2,1840,14985,1,0,0,3,7,1840,0,1968,0,1,1,0,0,0,0,9.61480498,560000,1840,0
1129574,5,3.5,4234.5,14984,2,0,2,3,11,3480,1,1998,0,1,1,0,0,0,0,9.614738244,1350000,4800,1320
604700,4,2.75,2750,14982,1,0,3,3,9,1720,1,1981,0,4,0,0,0,0,0,9.61460476,604700,2750,1030
915000,6,3.75,2930,14980,2,0,3,3,9,2930,0,2013,0,1,1,0,0,1,0,9.614471257,915000,2930,0
200500,3,2,1280,14972,1,0,0,3,7,1280,0,1963,0,1,1,0,0,0,0,9.613937069,200500,1280,0
1129574,5,2.25,2640,14959,1,0,0,4,7,1770,1,1929,0,2,0,1,0,0,0,9.613068404,1400000,2640,870
297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,2,0,1,0,0,0,9.612600349,297000,1940,0
431000,3,2.25,2360,14950,1,0,0,4,9,2360,0,1978,0,2,0,1,0,0,0,9.612466579,431000,2360,0
265000,3,1,1010,14948,1,0,0,5,6,1010,0,1969,0,2,0,1,0,0,0,9.612332791,265000,1010,0
367300,4,2.75,2190,14937,2,0,0,3,8,2190,0,1993,0,1,1,0,0,0,0,9.611596635,367300,2190,0
600000,4,3.25,4234.5,14930,2,0,2,3,10,3680,1,1995,0,4,0,0,0,0,0,9.611127891,600000,4690,1010
945000,5,3.5,4234.5,14925,2,0,0,3,11,4380,0,2003,0,3,0,0,1,0,1,9.610792938,945000,4380,0
432000,3,2.75,2200,14925,1,0,0,3,6,1100,1,1982,0,2,0,1,0,0,0,9.610792938,432000,2200,1100
925850,6,3.25,3140,14923,2,0,0,3,10,3140,0,1991,0,1,1,0,0,0,0,9.610658926,925850,3140,0
332000,3,2.25,2120,14915,1,0,0,3,9,1720,1,1979,0,1,1,0,0,0,0,9.610122697,332000,2120,400
660000,5,2.25,3740,14913,1.5,0,0,4,9,3740,0,1979,0,3,0,0,1,0,0,9.609988595,660000,3740,0
770000,4,2.5,3210,14910,2,0,0,3,10,3210,0,1995,0,3,0,0,1,0,0,9.609787408,770000,3210,0
1129574,4,2.75,3190,14904,1,0,3,4,9,1940,1,1949,1992,1,1,0,0,0,0,9.609384912,1650000,3190,1250
588500,3,1.75,2330,14892,1,0,0,3,8,1970,1,1980,0,3,0,0,1,0,0,9.608579435,588500,2330,360
853505,3,2.5,2820,14890,1,0,4,3,9,1770,1,1985,0,2,0,1,0,0,0,9.608445126,853505,2820,1050
815000,4,1.75,2970,14880,1,0,4,5,9,1560,1,1962,0,3,0,0,1,0,0,9.607773308,815000,2970,1410
600000,2,2.5,2510,14878,2,0,0,3,10,2510,0,1990,0,1,1,0,0,0,0,9.607638891,600000,2510,0
540000,3,2.5,1970,14876,1,0,0,3,7,1320,1,1981,0,4,0,0,0,0,0,9.607504455,540000,1970,650
430000,2,1.75,1840,14874,1,0,2,3,8,1300,1,1952,0,4,0,0,0,0,0,9.607370001,430000,1840,540
1129574,3,3.5,3110,14872,1,0,0,3,10,3110,0,2003,0,1,1,0,0,0,1,9.607235529,2260000,3110,0
1129574,4,2.5,4120,14866,1,1,4,3,8,2070,1,1965,0,1,1,0,0,0,0,9.606832005,1850000,4120,2050
1070000,2,2.25,3900,14864,1,0,3,3,8,1950,1,1947,0,4,0,0,0,0,0,9.606697461,1070000,3900,1950
325000,3,1.75,2420,14862,1,0,0,3,8,1380,1,1977,0,1,1,0,0,0,0,9.606562899,325000,2420,1040
495000,3,2.75,2430,14861,1,0,0,3,9,1530,1,1988,0,1,1,0,0,0,0,9.606495611,495000,2430,900
375000,5,2.5,2100,14858,1,0,0,5,8,2100,0,1970,0,2,0,1,0,0,0,9.60629372,375000,2100,0
1129574,4,3.75,3480,14850,1,0,4,3,9,1870,1,1951,2013,1,1,0,0,0,0,9.605755144,323000,2100,0
323000,3,1.75,2100,14850,1,0,0,4,7,2100,0,1963,0,2,0,1,0,0,0,9.605755144,260000,1420,400
260000,3,2.5,1420,14850,1,0,0,4,7,1020,1,1963,0,1,1,0,0,0,0,9.605755144,184000,970,0
383000,3,1.5,1400,14850,1.5,0,0,4,7,1400,0,1910,0,3,0,0,1,0,0,9.605755144,2500000,3480,1610
184000,3,1,970,14850,1,0,0,3,7,970,0,1968,0,1,1,0,0,0,0,9.605755144,383000,1400,0
474000,4,2.25,1960,14834,1,0,0,4,8,1330,1,1976,0,3,0,0,1,0,0,9.604677122,474000,1960,630
1129574,4,3.75,4234.5,14823,1,0,0,3,11,4180,1,2013,0,1,1,0,0,1,0,9.603935308,325000,620,0
325000,2,1,620,14823,1,0,0,3,6,620,0,1926,0,4,0,0,0,0,0,9.603935308,3000000,5090,910
264000,3,1.5,1470,14821,1,0,0,4,7,1470,0,1958,0,2,0,1,0,0,0,9.603800373,264000,1470,0
993000,4,2,2850,14810,2,0,0,5,8,2490,1,1954,0,1,1,0,0,0,0,9.603057907,993000,2850,360
452000,3,2.25,2600,14810,1,0,2,4,8,1490,1,1956,0,4,0,0,0,0,0,9.603057907,452000,2600,1110
481000,3,2.75,2290,14810,1,0,0,5,7,1400,1,1967,0,2,0,1,0,0,0,9.603057907,515000,2280,780
515000,4,2.5,2280,14810,1,0,0,5,8,1500,1,1977,0,2,0,1,0,0,0,9.603057907,481000,2290,890
240000,4,1.5,1780,14810,1,0,0,4,8,1180,1,1950,0,1,1,0,0,0,0,9.603057907,240000,1780,600
619420,4,2.75,2450,14803,2,0,0,4,9,2450,0,1988,0,2,0,1,0,0,0,9.602585142,619420,2450,0
775000,3,2.75,2850,14800,1,0,0,4,9,1920,1,1976,0,1,1,0,0,0,0,9.60238246,470000,2290,670
470000,3,1.75,2290,14800,1,0,0,3,8,1620,1,1965,0,4,0,0,0,0,0,9.60238246,775000,2850,930
315000,5,1.75,1850,14800,1.5,0,0,3,6,1760,1,1937,0,4,0,0,0,0,0,9.60238246,315000,1850,90
550000,4,1.75,2480,14782,1,0,3,3,8,1460,1,1958,0,4,0,0,0,0,0,9.601165503,550000,2480,1020
195000,3,1.75,1190,14777,1,0,0,4,7,1190,0,1965,0,1,1,0,0,0,0,9.600827197,195000,1190,0
305000,4,2.5,2100,14773,2,0,0,3,8,2100,0,1998,0,1,1,0,0,0,0,9.600556469,305000,2100,0
375000,3,1.75,1590,14766,1,0,0,3,8,1590,0,1963,0,1,1,0,0,0,0,9.60008252,375000,1590,0
415000,4,1.5,2700,14760,1.5,0,0,5,9,2700,0,1940,0,1,1,0,0,0,0,9.599676098,415000,2700,0
1060000,4,5.25,4140,14757,2,0,2,3,11,4140,0,2005,0,3,0,0,1,0,1,9.599472825,1060000,4140,0
331500,4,1.75,1700,14756,1,0,0,3,7,850,1,1955,0,1,1,0,0,0,0,9.599405059,331500,1700,850
300000,3,1.5,1500,14750,1.5,0,0,4,6,1500,0,1933,0,4,0,0,0,0,0,9.598998362,300000,1500,0
370000,4,2.75,2310,14745,1,0,0,3,7,1410,1,1993,0,4,0,0,0,0,0,9.598659321,370000,2310,900
488000,3,1.75,2180,14734,2,0,0,3,9,2180,0,1990,0,2,0,1,0,0,0,9.597913027,488000,2180,0
700000,3,1.75,2000,14733,1,0,0,4,8,2000,0,1958,0,1,1,0,0,0,0,9.597845155,700000,2000,0
1129574,5,4.5,4234.5,14731,2,0,0,3,11,6070,0,2004,0,2,0,1,0,0,1,9.597709396,1570000,6070,0
398000,4,2.5,2050,14724,2,0,0,3,7,2050,0,1989,0,1,1,0,0,0,0,9.597234094,398000,2050,0
160000,4,2.25,1800,14722,1,0,0,3,7,1440,1,1962,0,2,0,1,0,0,0,9.597098253,160000,1800,360
835000,5,4,3600,14720,1,0,2,5,8,1800,1,1960,0,2,0,1,0,0,0,9.596962392,835000,3600,1800
230000,4,1,1870,14703,1.5,0,0,3,6,1090,1,1928,0,3,0,0,1,0,0,9.595806834,230000,1870,780
187250,2,1,710,14700,1,0,0,5,6,710,0,1926,0,4,0,0,0,0,0,9.595602773,187250,710,0
495000,2,1,1670,14695,1.5,0,0,5,7,1670,0,1930,0,1,1,0,0,0,0,9.595262579,495000,1670,0
549950,4,2.5,2230,14694,1,0,0,4,7,1180,1,1981,0,3,0,0,1,0,0,9.595194526,549950,2230,1050
240000,4,2,1790,14690,1,0,1,4,7,1670,1,1960,0,4,0,0,0,0,0,9.594922269,240000,1790,120
1129574,5,4.5,4234.5,14685,2,0,0,3,10,4590,0,2009,0,1,1,0,0,0,1,9.594581844,1710000,4590,0
599000,3,2,2560,14680,1,0,0,3,8,1330,1,1987,0,2,0,1,0,0,0,9.594241302,599000,2560,1230
565000,4,2.5,2240,14667,2,0,0,4,9,2240,0,1989,0,2,0,1,0,0,0,9.593355351,565000,2240,0
315000,2,1,2080,14659,1,0,0,3,7,1040,1,1960,0,4,0,0,0,0,0,9.59280976,315000,2080,1040
407193,4,2,1880,14653,2,0,0,3,8,1880,0,1978,0,1,1,0,0,0,0,9.592400372,407193,1880,0
1129574,5,5,4234.5,14649,2,0,3,3,11,4160,1,2000,0,2,0,1,0,0,0,9.592127353,1700000,4930,770
624000,5,3.75,3570,14648,2,0,0,3,9,3570,0,2005,0,1,1,0,0,0,1,9.592059086,624000,3570,0
315000,3,2,1220,14645,1,0,0,3,6,1220,0,1970,0,2,0,1,0,0,0,9.591854259,315000,1220,0
292000,3,1.75,1650,14633,1,0,0,4,7,1650,0,1958,0,2,0,1,0,0,0,9.591034531,292000,1650,0
500000,3,1.75,1530,14633,1,0,0,3,7,1100,1,1977,0,2,0,1,0,0,0,9.591034531,500000,1530,430
1129574,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,1,1,0,0,0,0,9.590829494,1230000,2200,0
425000,3,1.75,1680,14630,1.5,0,0,3,8,1680,0,1985,0,1,1,0,0,0,0,9.590829494,425000,1680,0
249000,3,1,1752,14626,2,0,2,3,8,1752,0,2005,0,1,1,0,0,0,1,9.590556046,249000,1752,0
324950,2,1.5,1643,14616,1,0,1,4,7,1643,0,1954,0,4,0,0,0,0,0,9.589872098,324950,1643,0
345000,3,2.25,1690,14615,2,0,0,4,7,1690,0,1979,0,2,0,1,0,0,0,9.589803678,345000,1690,0
1129574,3,3.5,4234.5,14608,2,0,2,3,12,4560,0,1990,0,2,0,1,0,0,0,9.589324603,1490000,4560,0
762400,3,1.75,2430,14607,1,0,1,3,8,1230,1,1949,1970,2,0,1,0,0,0,9.589256145,762400,2430,1200
1129574,3,2.5,2580,14603,1,0,2,4,9,2580,0,1951,0,1,1,0,0,0,0,9.588982266,1770000,2580,0
1129574,5,4,4234.5,14600,2,0,1,3,11,5190,0,2013,0,2,0,1,0,1,0,9.588776808,722800,4330,700
722800,3,3.25,4234.5,14600,2,0,0,3,10,3630,1,1985,0,3,0,0,1,0,0,9.588776808,439950,2460,740
439950,4,2.25,2460,14600,1,0,0,4,8,1720,1,1977,0,2,0,1,0,0,0,9.588776808,2900000,5190,0
937500,5,3.75,4210,14599,2,0,3,3,10,4210,0,2004,0,2,0,1,0,0,1,9.588708312,937500,4210,0
545000,3,2.25,2290,14585,2,0,0,3,8,2290,0,1981,0,3,0,0,1,0,0,9.587748882,545000,2290,0
564500,4,2.75,3100,14568,2,0,0,3,8,3100,0,1995,0,1,1,0,0,0,0,9.586582621,564500,3100,0
870000,4,2.5,3190,14565,2,0,0,3,11,3190,0,1990,0,3,0,0,1,0,0,9.586376669,862000,3190,0
862000,4,2.5,3190,14565,2,0,0,3,11,3190,0,1990,0,3,0,0,1,0,0,9.586376669,870000,3190,0
308500,2,2,840,14564,1.5,0,0,5,6,840,0,1942,0,3,0,0,1,0,0,9.586308009,308500,840,0
475000,3,1.75,1330,14560,1,0,0,3,7,1330,0,1983,0,2,0,1,0,0,0,9.586033322,475000,1330,0
1129574,4,2.5,3440,14554,2,1,4,3,8,2170,1,2012,0,4,0,0,0,0,1,9.585621149,1950000,3440,1270
762300,4,2.5,3880,14550,2,0,0,3,10,3880,0,1987,0,3,0,0,1,0,0,9.585346273,762300,3880,0
695000,4,2.5,2830,14538,2,0,0,3,8,2830,0,2003,0,2,0,1,0,0,1,9.58452119,695000,2830,0
270000,3,1,1010,14510,1,0,0,5,7,1010,0,1974,0,2,0,1,0,0,0,9.582593346,270000,1010,0
370000,3,1.5,2380,14500,1,0,0,4,7,1850,1,1961,0,1,1,0,0,0,0,9.581903928,244500,1300,650
244500,2,1.75,1300,14500,1,0,0,3,6,650,1,1939,0,4,0,0,0,0,0,9.581903928,370000,2380,530
353000,3,2,1210,14499,1,0,0,3,7,1210,0,1984,0,2,0,1,0,0,0,9.581834961,353000,1210,0
374950,4,1.5,1970,14490,1.5,0,0,4,7,1970,0,1963,0,2,0,1,0,0,0,9.581214035,374950,1970,0
905000,4,3.5,2970,14486,2,0,0,3,9,2340,1,1997,0,2,0,1,0,0,0,9.580937945,905000,2970,630
699000,4,2.5,2440,14470,1,0,0,4,9,1660,1,1970,0,1,1,0,0,0,0,9.57983282,699000,2440,780
585000,5,2,2560,14467,1,0,0,3,8,1280,1,1960,0,1,1,0,0,0,0,9.579625473,585000,2560,1280
475000,2,2.5,1620,14467,2,0,0,3,7,1620,0,1981,0,3,0,0,1,0,0,9.579625473,475000,1620,0
630000,4,2.5,3220,14463,2,0,0,3,8,3220,0,1978,0,3,0,0,1,0,0,9.579348943,630000,3220,0
685000,5,2.5,2670,14455,2,0,0,5,9,2670,0,1958,0,4,0,0,0,0,0,9.578795654,685000,2670,0
1129574,4,3.5,4080,14450,2,0,2,3,12,3210,1,1998,0,1,1,0,0,0,0,9.578449694,1290000,4080,870
496500,4,2.5,2250,14440,1,0,0,3,7,1550,1,1967,0,1,1,0,0,0,0,9.577757412,496500,2250,700
280000,4,2,2190,14439,1,0,0,4,7,1180,1,1977,0,1,1,0,0,0,0,9.577688158,280000,2190,1010
780000,4,2.5,3140,14421,2,0,0,3,10,3140,0,1994,0,3,0,0,1,0,0,9.576440757,780000,3140,0
330000,4,1.75,1520,14417,1,0,0,4,7,1520,0,1968,0,2,0,1,0,0,0,9.576163345,330000,1520,0
942500,4,3.25,3570,14408,2,0,2,3,10,3570,0,2006,0,2,0,1,0,0,1,9.575538887,942500,3570,0
874150,4,3.5,3530,14406,2,0,1,3,10,2570,1,1987,0,2,0,1,0,0,0,9.575400065,874150,3530,960
405000,3,2,1240,14404,1,0,0,3,7,1240,0,1988,0,2,0,1,0,0,0,9.575261225,405000,1240,0
595000,3,2.5,3370,14402,2,0,2,3,9,3370,0,2004,0,2,0,1,0,0,1,9.575122365,595000,3370,0
475000,4,3.5,3660,14401,2,0,0,3,10,2660,1,1994,0,1,1,0,0,0,0,9.575052928,475000,3660,1000
1129574,7,3,4234.5,14400,2.5,0,0,4,10,5020,1,1910,0,3,0,0,1,0,0,9.574983486,315000,1900,600
550000,3,2.5,3070,14400,1,0,3,5,9,1720,1,1985,0,4,0,0,0,0,0,9.574983486,381000,1770,0
645000,4,2.5,2430,14400,1,0,0,5,8,1670,1,1963,0,1,1,0,0,0,0,9.574983486,212500,920,0
550000,3,2.75,2230,14400,1,0,0,4,8,1460,1,1977,0,3,0,0,1,0,0,9.574983486,225000,1580,0
250000,3,1.5,2030,14400,1,0,0,4,7,1310,1,1969,0,1,1,0,0,0,0,9.574983486,550000,3070,1350
315000,3,1,1900,14400,1,0,0,4,7,1300,1,1954,0,4,0,0,0,0,0,9.574983486,645000,2430,760
229500,3,1.5,1810,14400,1,0,0,4,7,1810,0,1954,0,1,1,0,0,0,0,9.574983486,229500,1810,0
381000,3,2,1770,14400,1,0,0,4,8,1770,0,1959,0,4,0,0,0,0,0,9.574983486,2890000,5350,330
368000,3,1.75,1750,14400,1,0,0,4,7,1750,0,1951,0,4,0,0,0,0,0,9.574983486,250000,2030,720
225000,3,1.75,1580,14400,1,0,0,4,7,1580,0,1981,0,1,1,0,0,0,0,9.574983486,550000,2230,770
212500,3,1,920,14400,1,0,0,4,7,920,0,1977,0,1,1,0,0,0,0,9.574983486,368000,1750,0
617450,3,2,1580,14398,1,0,0,3,7,1080,1,1981,0,1,1,0,0,0,0,9.574844587,617450,1580,500
420000,5,2.5,2100,14395,1,0,0,3,7,1140,1,1983,0,4,0,0,0,0,0,9.574636203,420000,2100,960
385000,3,1.75,1930,14389,1,0,0,3,7,1130,1,1963,1998,4,0,0,0,0,0,9.574219305,385000,1930,800
366400,4,2.25,2040,14383,1,0,0,4,8,1270,1,1977,0,2,0,1,0,0,0,9.573802233,366400,2040,770
1129574,5,4,4234.5,14380,2,0,0,3,11,4410,0,2006,0,2,0,1,0,0,1,9.573593631,1240000,4410,0
622500,3,2.5,2290,14374,2,0,0,3,8,2290,0,1983,2012,3,0,0,1,0,0,9.573176298,362000,1640,500
362000,3,2.25,1640,14374,1,0,0,4,7,1140,1,1963,0,4,0,0,0,0,0,9.573176298,622500,2290,0
262500,2,1.5,1140,14373,1,0,0,3,7,1140,0,1949,1996,1,1,0,0,0,0,9.573106726,262500,1140,0
498000,4,2.5,3402,14355,2,0,0,3,10,2846,1,2014,0,1,1,0,0,1,0,9.571853593,498000,3402,556
1129574,4,3.5,4200,14353,2,0,2,3,12,3640,1,1996,0,2,0,1,0,0,0,9.571714259,1460000,4200,560
520500,6,2.5,1880,14350,1,0,0,5,7,1640,1,1955,0,4,0,0,0,0,0,9.571505221,520500,1880,240
502000,3,2,1300,14350,1,0,0,3,7,1300,0,1955,2013,1,1,0,0,0,0,9.571505221,502000,1300,0
951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,1,1,0,0,0,0,9.570947574,951000,3250,0
950000,3,3,4040,14338,2,0,0,3,10,3030,1,1986,0,3,0,0,1,0,0,9.570668634,950000,4040,1010
387500,3,1,1560,14333,1,0,0,4,7,1560,0,1953,0,4,0,0,0,0,0,9.57031985,387500,1560,0
350000,5,1.75,2330,14322,1,0,0,4,7,1180,1,1968,0,2,0,1,0,0,0,9.569552096,350000,2330,1150
294950,4,2,2610,14321,1.5,0,0,4,6,1690,1,1940,0,4,0,0,0,0,0,9.56948227,294950,2610,920
331500,4,1.75,1820,14319,1,0,0,4,7,1820,0,1969,0,2,0,1,0,0,0,9.569342606,331500,1820,0
1129574,4,3.5,4234.5,14300,1,0,4,3,12,2910,1,1996,0,1,1,0,0,0,0,9.568014816,1790000,5490,2580
730100,4,2.5,3120,14300,2,0,0,3,9,3120,0,2003,0,1,1,0,0,0,1,9.568014816,730100,3120,0
350000,3,2.5,2010,14298,2,0,0,3,7,2010,0,1977,0,3,0,0,1,0,0,9.567874946,350000,2010,0
455000,3,1.75,1180,14292,1,0,0,3,7,1180,0,1981,0,2,0,1,0,0,0,9.567455219,455000,1180,0
622100,4,2.5,2280,14290,1.5,0,0,4,7,1510,1,1942,0,4,0,0,0,0,0,9.567315271,622100,2280,770
542500,4,2.5,2330,14289,2,0,0,4,8,2330,0,1978,0,1,1,0,0,0,0,9.567245289,542500,2330,0
385000,3,1.75,1560,14288,1,0,0,3,6,780,1,1944,0,4,0,0,0,0,0,9.567175303,385000,1560,780
438000,3,2.25,2340,14279,1,0,0,3,8,1340,1,1965,0,1,1,0,0,0,0,9.566545205,438000,2340,1000
765000,5,3.75,3580,14275,2,0,0,3,10,3190,1,1999,0,1,1,0,0,0,0,9.566265035,765000,3580,390
624800,3,2,2250,14274,1,0,0,4,8,1500,1,1964,0,2,0,1,0,0,0,9.56619498,624800,2250,750
730000,4,2.5,3470,14271,2,0,0,3,9,3470,0,2005,0,2,0,1,0,0,1,9.565984785,730000,3470,0
299000,3,1.75,1730,14270,1,0,0,3,7,1730,0,1959,0,2,0,1,0,0,0,9.56591471,299000,1730,0
400000,3,2.25,1180,14258,2,0,0,3,7,1180,0,1987,0,2,0,1,0,0,0,9.565073432,400000,1180,0
437850,4,2.25,2670,14255,1,0,0,4,8,1610,1,1975,0,1,1,0,0,0,0,9.564863001,437850,2670,1060
1129574,3,2,3620,14250,2,0,0,3,8,3220,1,2007,0,2,0,1,0,0,1,9.564512186,316500,1600,530
720000,3,2.5,2820,14250,2,0,0,3,11,2820,0,1991,0,3,0,0,1,0,0,9.564512186,720000,2820,0
316500,3,1.75,1600,14250,1,0,0,3,7,1070,1,1979,0,1,1,0,0,0,0,9.564512186,466800,1480,0
466800,3,2.5,1480,14250,2,0,0,3,7,1480,0,1996,0,1,1,0,0,0,0,9.564512186,510000,1320,0
465000,3,2,1430,14250,1,0,0,3,7,1430,0,1953,0,1,1,0,0,0,0,9.564512186,465000,1430,0
510000,4,1.5,1320,14250,1,0,0,4,7,1320,0,1954,0,1,1,0,0,0,0,9.564512186,1580000,3620,400
680000,3,2.5,2620,14248,2,0,0,4,8,1830,1,1977,0,1,1,0,0,0,0,9.564371825,680000,2620,790
658000,2,1,1010,14244,1,1,4,1,5,1010,0,1926,0,4,0,0,0,0,0,9.564091044,658000,1010,0
600000,4,2.5,1960,14242,1,0,1,4,8,1290,1,1958,0,4,0,0,0,0,0,9.563950625,600000,1960,670
824000,4,2.5,2320,14240,1,0,0,4,9,1620,1,1974,0,1,1,0,0,0,0,9.563810185,824000,2320,700
725000,4,2.25,3440,14237,2,0,0,3,9,3440,0,1982,0,3,0,0,1,0,0,9.563599489,725000,3440,0
825000,4,3.25,4110,14219,2,0,2,4,10,2570,1,1979,0,1,1,0,0,0,0,9.562334377,825000,4110,1540
600000,3,2.75,3580,14217,2,0,3,4,10,2210,1,1989,0,1,1,0,0,0,0,9.562193711,600000,3580,1370
1120000,4,3.75,4040,14212,2,0,0,3,11,4040,0,2002,0,2,0,1,0,0,0,9.561841957,335000,1350,0
335000,3,1,1350,14212,1,0,0,4,6,1350,0,1981,0,2,0,1,0,0,0,9.561841957,1120000,4040,0
795000,4,2.5,2920,14210,2,0,0,4,10,2920,0,1978,0,1,1,0,0,0,0,9.561701221,795000,2920,0
830000,5,2.5,2810,14207,1,0,3,3,9,1540,1,1979,0,1,1,0,0,0,0,9.56149008,830000,2810,1270
322500,3,2,1350,14200,1,0,0,3,7,1350,0,1989,0,1,1,0,0,0,0,9.560997244,198000,790,0
198000,2,1,790,14200,1,0,0,3,7,790,0,1951,0,4,0,0,0,0,0,9.560997244,322500,1350,0
895000,5,2.5,2350,14197,1,0,0,4,8,1220,1,1962,0,1,1,0,0,0,0,9.560785954,895000,2350,1130
245000,3,2.75,1300,14197,1,0,0,3,7,860,1,1996,0,1,1,0,0,0,0,9.560785954,245000,1300,440
379500,3,2.25,2070,14196,2,0,0,3,7,2070,0,1989,0,2,0,1,0,0,0,9.560715514,425000,1930,600
425000,4,2.5,1930,14196,1,0,0,4,7,1330,1,1977,0,3,0,0,1,0,0,9.560715514,379500,2070,0
480000,4,2.25,2330,14190,1,0,0,3,8,1740,1,1962,0,2,0,1,0,0,0,9.56029277,480000,2330,590
390000,3,2,1010,14183,1,0,0,3,8,1010,0,1982,0,3,0,0,1,0,0,9.559799343,390000,1010,0
225000,3,1.75,1610,14182,1,0,0,4,7,1100,1,1978,0,3,0,0,1,0,0,9.559728834,225000,1610,510
469950,4,2.75,2530,14178,2,0,0,3,8,2530,0,1997,0,1,1,0,0,0,0,9.559446746,469950,2530,0
372000,4,2.75,2330,14175,1,0,0,3,7,1800,1,1980,0,1,1,0,0,0,0,9.559235129,372000,2330,530
530000,4,2,2150,14161,1,0,2,3,8,1330,1,1966,0,1,1,0,0,0,0,9.558246986,530000,2150,820
525000,4,2,2680,14157,1,0,0,3,8,1460,1,1966,0,4,0,0,0,0,0,9.55796448,525000,2680,1220
665000,3,3.5,2460,14155,2,0,0,3,8,1900,1,2014,0,4,0,0,0,1,0,9.557823198,665000,2460,560
1129574,6,3.25,3750,14150,2,0,2,5,9,2750,1,1936,1968,3,0,0,1,0,0,9.557469903,1250000,3750,1000
499000,4,2.75,2250,14149,2,0,0,3,9,2250,0,1992,0,1,1,0,0,0,0,9.557399229,275000,1170,290
275000,1,0.75,1170,14149,1,0,0,5,7,880,1,1962,0,1,1,0,0,0,0,9.557399229,499000,2250,0
390000,3,3,2480,14141,1,0,0,3,8,1500,1,1994,0,2,0,1,0,0,0,9.556833658,449000,2090,410
449000,4,2.75,2090,14141,1.5,0,0,4,8,1680,1,1941,0,4,0,0,0,0,0,9.556833658,390000,2480,980
1129574,2,1.75,2620,14138,2,1,4,3,8,2120,1,1931,1991,4,0,0,0,0,0,9.556621487,1360000,2620,500
400000,3,1,1300,14138,1,0,0,4,7,1300,0,1943,0,1,1,0,0,0,0,9.556621487,400000,1300,0
860000,3,1.75,2180,14135,1,0,2,5,8,1300,1,1947,0,1,1,0,0,0,0,9.55640927,860000,2180,880
695000,5,3,3290,14134,1,0,0,3,7,1870,1,2004,0,2,0,1,0,0,1,9.556338521,695000,3290,1420
979000,3,1.5,1700,14133,1,0,1,4,8,1700,0,1954,0,1,1,0,0,0,0,9.556267767,979000,1700,0
922000,4,2.5,2620,14126,1,0,4,4,8,1620,1,1941,0,3,0,0,1,0,0,9.55577235,922000,2620,1000
875000,4,3,3720,14125,1,0,0,4,9,1930,1,1960,0,1,1,0,0,0,0,9.555701556,875000,3720,1790
225000,4,2,2220,14120,1,0,0,3,7,1200,1,1966,0,2,0,1,0,0,0,9.555347511,225000,2220,1020
